Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),temp (°C)
89,1629407649098,33.5
90,1629407649299,33.25
91,1629407649500,33.0
92,1629407649700,33.25
93,1629407649901,33.0
94,1629407650103,33.25
95,1629407650302,33.0
96,1629407650503,33.25
97,1629407650704,33.25
98,1629407650904,33.25
99,1629407651106,33.25
100,1629407651305,33.25
101,1629407651510,33.0
102,1629407651707,33.0
103,1629407651909,33.25
104,1629407652109,33.5
105,1629407652309,33.0
106,1629407652511,33.5
107,1629407652710,33.5
108,1629407652912,32.75
109,1629407653112,32.75
110,1629407653313,33.0
111,1629407653513,33.0
112,1629407653715,33.25
113,1629407653915,33.0
114,1629407654117,33.25
115,1629407654317,33.5
116,1629407654518,33.5
117,1629407654718,33.25
118,1629407654918,33.25
119,1629407655119,33.0
120,1629407655320,32.75
121,1629407655521,33.25
122,1629407655722,33.25
123,1629407655923,32.75
124,1629407656127,32.75
125,1629407656328,32.75
126,1629407656529,33.0
127,1629407656731,33.0
128,1629407656929,33.25
129,1629407657132,33.25
130,1629407657332,33.0
131,1629407657531,32.75
132,1629407657733,33.0
133,1629407657934,33.25
134,1629407658134,33.25
135,1629407658335,33.5
136,1629407658536,33.0
137,1629407658736,33.25
138,1629407658937,33.25
139,1629407659137,32.75
140,1629407659340,33.25
141,1629407659540,33.25
142,1629407659740,33.25
143,1629407659940,33.5
144,1629407660142,32.75
145,1629407660343,33.5
146,1629407660544,32.75
147,1629407660745,33.25
148,1629407660945,33.5
149,1629407661146,33.75
150,1629407661345,33.0
151,1629407661547,33.25
152,1629407661748,33.75
153,1629407661948,33.25
154,1629407662148,33.5
155,1629407662349,33.75
156,1629407662551,33.25
157,1629407662752,33.75
158,1629407662952,33.75
159,1629407663154,33.25
160,1629407663354,33.75
161,1629407663553,33.5
162,1629407663754,34.25
163,1629407663955,34.0
164,1629407664156,34.0
165,1629407664356,33.5
166,1629407664558,33.5
167,1629407664758,34.0
168,1629407664959,34.0
169,1629407665159,34.25
170,1629407665360,34.25
171,1629407665562,34.0
172,1629407665762,34.25
173,1629407665964,34.0
174,1629407666163,34.25
175,1629407666364,34.0
176,1629407666564,34.5
177,1629407666765,34.5
178,1629407666967,34.25
179,1629407667166,34.0
180,1629407667367,34.75
181,1629407667570,34.75
182,1629407667768,34.75
183,1629407667971,34.25
184,1629407668170,34.25
185,1629407668371,35.25
186,1629407668571,34.75
187,1629407668773,34.75
188,1629407668978,35.0
189,1629407669178,35.0
190,1629407669380,35.0
191,1629407669579,35.0
192,1629407669780,35.5
193,1629407669980,35.25
194,1629407670183,35.25
195,1629407670382,35.75
196,1629407670584,35.5
197,1629407670785,35.75
198,1629407670984,35.5
199,1629407671185,35.75
200,1629407671386,35.75
201,1629407671588,35.75
202,1629407671787,36.0
203,1629407671988,35.75
204,1629407672190,36.0
205,1629407672390,35.5
206,1629407672590,36.0
207,1629407672790,36.25
208,1629407672993,36.25
209,1629407673193,36.0
210,1629407673394,36.25
211,1629407673593,36.5
212,1629407673795,36.5
213,1629407673996,36.25
214,1629407674195,36.5
215,1629407674398,36.75
216,1629407674598,36.75
217,1629407674798,36.75
218,1629407674998,36.5
219,1629407675200,37.25
220,1629407675401,37.25
221,1629407675601,37.5
222,1629407675801,37.25
223,1629407676003,37.5
224,1629407676204,37.25
225,1629407676405,37.0
226,1629407676604,37.5
227,1629407676807,37.5
228,1629407677006,37.5
229,1629407677207,37.5
230,1629407677408,37.75
231,1629407677608,37.5
232,1629407677810,38.0
233,1629407678009,38.25
234,1629407678210,38.5
235,1629407678412,38.25
236,1629407678613,38.25
237,1629407678814,38.25
238,1629407679013,38.75
239,1629407679214,38.5
240,1629407679416,38.75
241,1629407679615,38.75
242,1629407679815,38.75
243,1629407680017,39.0
244,1629407680218,39.0
245,1629407680419,38.75
246,1629407680618,39.5
247,1629407680821,39.25
248,1629407681021,39.25
249,1629407681223,39.75
250,1629407681421,39.25
251,1629407681625,39.0
252,1629407681823,39.25
253,1629407682027,39.0
254,1629407682230,40.0
255,1629407682429,40.0
256,1629407682630,39.75
257,1629407682830,40.0
258,1629407683033,40.25
259,1629407683232,39.5
260,1629407683434,39.75
261,1629407683633,40.0
262,1629407683837,40.5
263,1629407684037,40.25
264,1629407684236,40.0
265,1629407684436,40.75
266,1629407684637,40.75
267,1629407684839,41.0
268,1629407685039,41.0
269,1629407685239,41.25
270,1629407685440,40.0
271,1629407685641,41.0
272,1629407685843,40.75
273,1629407686043,41.0
274,1629407686243,41.25
275,1629407686444,41.25
276,1629407686645,41.75
277,1629407686846,41.75
278,1629407687047,41.75
279,1629407687247,41.75
280,1629407687447,41.75
281,1629407687648,41.75
282,1629407687850,41.5
283,1629407688051,42.25
284,1629407688250,42.0
285,1629407688451,42.5
286,1629407688652,42.25
287,1629407688855,42.0
288,1629407689054,42.25
289,1629407689254,42.5
290,1629407689454,42.5
291,1629407689657,42.5
292,1629407689857,42.75
293,1629407690056,42.75
294,1629407690257,43.0
295,1629407690459,43.0
296,1629407690659,43.0
297,1629407690859,43.25
298,1629407691062,43.25
299,1629407691262,43.25
300,1629407691463,43.0
301,1629407691662,43.25
302,1629407691863,43.75
303,1629407692065,44.0
304,1629407692265,43.75
305,1629407692466,44.0
306,1629407692667,44.0
307,1629407692868,44.0
308,1629407693068,44.25
309,1629407693269,44.0
310,1629407693469,44.25
311,1629407693671,44.75
312,1629407693871,44.0
313,1629407694072,44.5
314,1629407694272,44.75
315,1629407694475,44.75
316,1629407694677,44.5
317,1629407694879,44.75
318,1629407695079,44.75
319,1629407695280,45.25
320,1629407695480,45.25
321,1629407695681,45.75
322,1629407695882,45.5
323,1629407696082,45.75
324,1629407696284,45.5
325,1629407696484,45.25
326,1629407696685,45.75
327,1629407696886,45.5
328,1629407697086,45.75
329,1629407697287,46.0
330,1629407697489,45.75
331,1629407697688,46.25
332,1629407697890,46.5
333,1629407698090,46.0
334,1629407698291,46.0
335,1629407698492,46.0
336,1629407698692,46.5
337,1629407698892,46.5
338,1629407699094,47.0
339,1629407699294,46.0
340,1629407699495,46.5
341,1629407699695,46.5
342,1629407699898,47.0
343,1629407700098,47.0
344,1629407700297,47.25
345,1629407700498,47.5
346,1629407700700,47.25
347,1629407700901,47.0
348,1629407701100,47.0
349,1629407701302,47.25
350,1629407701502,47.75
351,1629407701703,47.75
352,1629407701903,47.75
353,1629407702104,47.5
354,1629407702305,48.0
355,1629407702506,47.25
356,1629407702708,48.25
357,1629407702906,48.5
358,1629407703109,48.0
359,1629407703308,48.5
360,1629407703510,48.5
361,1629407703709,48.5
362,1629407703912,48.5
363,1629407704112,48.5
364,1629407704313,48.75
365,1629407704512,48.5
366,1629407704715,48.75
367,1629407704914,49.25
368,1629407705115,49.5
369,1629407705318,49.25
370,1629407705516,49.5
371,1629407705717,49.5
372,1629407705919,49.25
373,1629407706118,49.5
374,1629407706320,49.5
375,1629407706521,49.75
376,1629407706722,49.5
377,1629407706921,50.0
378,1629407707121,49.75
379,1629407707324,50.25
380,1629407707524,50.0
381,1629407707729,50.25
382,1629407707931,50.0
383,1629407708130,50.25
384,1629407708332,50.5
385,1629407708533,49.5
386,1629407708733,50.5
387,1629407708933,50.75
388,1629407709134,51.0
389,1629407709334,50.25
390,1629407709535,50.75
391,1629407709736,50.5
392,1629407709937,50.5
393,1629407710136,51.25
394,1629407710337,51.25
395,1629407710539,50.75
396,1629407710741,51.25
397,1629407710940,51.5
398,1629407711140,51.25
399,1629407711342,51.5
400,1629407711542,50.75
401,1629407711743,51.75
402,1629407711943,51.75
403,1629407712151,51.75
404,1629407712345,52.0
405,1629407712547,51.5
406,1629407712747,52.25
407,1629407712946,52.25
408,1629407713147,52.0
409,1629407713349,52.0
410,1629407713550,52.25
411,1629407713749,52.75
412,1629407713951,52.0
413,1629407714152,52.5
414,1629407714352,52.75
415,1629407714554,53.0
416,1629407714753,52.75
417,1629407714955,53.25
418,1629407715155,53.25
419,1629407715356,53.25
420,1629407715556,52.75
421,1629407715757,53.25
422,1629407715957,53.5
423,1629407716158,53.5
424,1629407716360,53.75
425,1629407716561,53.5
426,1629407716760,53.75
427,1629407716961,54.0
428,1629407717163,53.75
429,1629407717365,53.75
430,1629407717563,53.0
431,1629407717765,54.25
432,1629407717966,54.0
433,1629407718166,54.25
434,1629407718368,54.25
435,1629407718567,53.75
436,1629407718768,54.5
437,1629407718969,54.5
438,1629407719169,54.75
439,1629407719369,54.5
440,1629407719572,54.5
441,1629407719772,54.75
442,1629407719973,55.0
443,1629407720177,55.25
444,1629407720378,55.25
445,1629407720578,54.5
446,1629407720780,55.25
447,1629407720981,54.5
448,1629407721182,55.0
449,1629407721381,55.75
450,1629407721583,55.5
451,1629407721782,55.75
452,1629407721984,55.75
453,1629407722185,55.75
454,1629407722386,55.75
455,1629407722586,55.75
456,1629407722786,56.0
457,1629407722988,56.0
458,1629407723188,56.25
459,1629407723390,56.25
460,1629407723589,56.0
461,1629407723790,56.25
462,1629407723991,56.25
463,1629407724192,56.5
464,1629407724392,56.75
465,1629407724593,56.75
466,1629407724793,56.25
467,1629407724994,56.25
468,1629407725197,56.25
469,1629407725395,56.75
470,1629407725597,57.0
471,1629407725796,56.5
472,1629407725998,56.75
473,1629407726199,57.0
474,1629407726400,56.75
475,1629407726600,56.75
476,1629407726802,57.0
477,1629407727001,57.0
478,1629407727204,57.25
479,1629407727403,57.5
480,1629407727604,57.75
481,1629407727805,57.25
482,1629407728006,58.0
483,1629407728207,57.75
484,1629407728408,58.25
485,1629407728607,58.5
486,1629407728808,57.75
487,1629407729009,58.25
488,1629407729209,58.0
489,1629407729410,58.5
490,1629407729610,58.25
491,1629407729812,58.5
492,1629407730014,58.5
493,1629407730215,58.25
494,1629407730415,59.0
495,1629407730614,59.0
496,1629407730816,59.0
497,1629407731017,59.0
498,1629407731217,59.0
499,1629407731418,59.0
500,1629407731619,58.75
501,1629407731819,58.75
502,1629407732020,58.75
503,1629407732219,59.25
504,1629407732422,59.5
505,1629407732622,59.25
506,1629407732822,59.5
507,1629407733026,59.25
508,1629407733228,59.75
509,1629407733429,59.25
510,1629407733629,59.25
511,1629407733830,59.25
512,1629407734030,59.5
513,1629407734232,60.0
514,1629407734432,59.5
515,1629407734632,59.5
516,1629407734834,60.0
517,1629407735034,60.0
518,1629407735234,60.5
519,1629407735435,60.0
520,1629407735636,60.5
521,1629407735838,60.75
522,1629407736039,60.75
523,1629407736238,60.25
524,1629407736440,61.0
525,1629407736641,60.75
526,1629407736841,61.0
527,1629407737042,60.75
528,1629407737242,60.5
529,1629407737443,60.5
530,1629407737645,61.25
531,1629407737844,61.25
532,1629407738046,61.25
533,1629407738247,61.0
534,1629407738446,61.0
535,1629407738648,61.5
536,1629407738849,61.75
537,1629407739048,61.5
538,1629407739250,62.0
539,1629407739451,61.25
540,1629407739650,61.25
541,1629407739851,62.0
542,1629407740053,62.0
543,1629407740254,61.75
544,1629407740454,61.75
545,1629407740654,62.25
546,1629407740855,62.25
547,1629407741057,62.25
548,1629407741256,62.0
549,1629407741458,62.5
550,1629407741659,62.0
551,1629407741859,62.5
552,1629407742060,62.5
553,1629407742261,62.75
554,1629407742462,62.75
555,1629407742661,62.25
556,1629407742862,62.75
557,1629407743063,63.0
558,1629407743265,62.75
559,1629407743464,63.0
560,1629407743666,63.0
561,1629407743865,63.25
562,1629407744067,62.75
563,1629407744268,63.0
564,1629407744468,63.5
565,1629407744669,63.25
566,1629407744870,63.5
567,1629407745071,63.75
568,1629407745270,63.25
569,1629407745472,63.75
570,1629407745672,63.75
571,1629407745878,63.5
572,1629407746077,64.0
573,1629407746278,63.75
574,1629407746479,63.25
575,1629407746681,64.0
576,1629407746881,63.75
577,1629407747083,63.75
578,1629407747284,64.0
579,1629407747483,64.0
580,1629407747684,64.25
581,1629407747884,64.25
582,1629407748085,64.5
583,1629407748285,64.25
584,1629407748487,64.5
585,1629407748687,64.75
586,1629407748889,64.75
587,1629407749089,64.75
588,1629407749290,64.75
589,1629407749490,64.5
590,1629407749692,64.5
591,1629407749891,65.0
592,1629407750092,65.25
593,1629407750294,65.0
594,1629407750495,64.75
595,1629407750694,64.75
596,1629407750895,65.0
597,1629407751096,65.0
598,1629407751298,64.75
599,1629407751498,65.5
600,1629407751699,65.5
601,1629407751901,65.5
602,1629407752101,65.75
603,1629407752301,66.0
604,1629407752500,66.0
605,1629407752702,65.25
606,1629407752902,65.75
607,1629407753103,65.75
608,1629407753303,66.25
609,1629407753506,66.0
610,1629407753705,66.25
611,1629407753907,66.5
612,1629407754107,66.25
613,1629407754309,66.5
614,1629407754509,66.25
615,1629407754710,66.0
616,1629407754910,66.75
617,1629407755111,66.5
618,1629407755311,66.25
619,1629407755512,67.0
620,1629407755713,67.0
621,1629407755913,67.0
622,1629407756114,66.25
623,1629407756314,67.0
624,1629407756516,67.0
625,1629407756717,66.75
626,1629407756917,67.25
627,1629407757119,67.25
628,1629407757319,67.0
629,1629407757520,67.0
630,1629407757720,67.25
631,1629407757922,67.25
632,1629407758126,67.5
633,1629407758325,67.75
634,1629407758526,67.25
635,1629407758728,67.75
636,1629407758927,67.5
637,1629407759130,68.25
638,1629407759331,67.5
639,1629407759531,68.0
640,1629407759732,68.25
641,1629407759932,68.0
642,1629407760132,68.25
643,1629407760333,67.75
644,1629407760535,68.5
645,1629407760735,68.25
646,1629407760935,67.75
647,1629407761136,68.25
648,1629407761339,68.5
649,1629407761538,68.25
650,1629407761739,68.75
651,1629407761939,68.25
652,1629407762140,68.5
653,1629407762340,68.5
654,1629407762542,69.0
655,1629407762743,69.0
656,1629407762942,69.0
657,1629407763143,68.75
658,1629407763343,69.5
659,1629407763544,68.75
660,1629407763744,68.75
661,1629407763947,69.0
662,1629407764147,69.5
663,1629407764348,69.75
664,1629407764548,69.5
665,1629407764751,69.25
666,1629407764950,69.25
667,1629407765151,69.5
668,1629407765350,69.5
669,1629407765554,68.75
670,1629407765752,69.75
671,1629407765953,70.0
672,1629407766154,70.0
673,1629407766355,70.0
674,1629407766556,69.25
675,1629407766756,70.0
676,1629407766958,70.25
677,1629407767157,70.25
678,1629407767359,70.25
679,1629407767559,70.0
680,1629407767760,70.0
681,1629407767961,70.25
682,1629407768162,70.25
683,1629407768362,70.75
684,1629407768562,70.75
685,1629407768764,70.25
686,1629407768963,70.25
687,1629407769166,70.75
688,1629407769365,71.0
689,1629407769567,71.0
690,1629407769767,70.5
691,1629407769969,70.75
692,1629407770168,71.0
693,1629407770372,71.25
694,1629407770574,71.25
695,1629407770774,70.75
696,1629407770975,71.0
697,1629407771176,71.25
698,1629407771378,71.0
699,1629407771578,71.0
700,1629407771778,71.5
701,1629407771978,71.0
702,1629407772181,71.5
703,1629407772381,71.0
704,1629407772582,72.0
705,1629407772781,72.0
706,1629407772984,71.75
707,1629407773184,71.75
708,1629407773384,71.5
709,1629407773584,72.0
710,1629407773785,71.5
711,1629407773986,71.25
712,1629407774187,71.75
713,1629407774387,72.25
714,1629407774588,71.75
715,1629407774789,72.25
716,1629407774989,72.5
717,1629407775191,72.5
718,1629407775391,72.5
719,1629407775591,72.25
720,1629407775792,72.5
721,1629407775993,72.5
722,1629407776195,72.75
723,1629407776395,73.0
724,1629407776595,72.75
725,1629407776796,73.0
726,1629407776996,73.0
727,1629407777198,72.75
728,1629407777398,73.0
729,1629407777599,73.0
730,1629407777799,72.5
731,1629407778000,73.0
732,1629407778202,72.5
733,1629407778401,73.5
734,1629407778603,73.0
735,1629407778803,73.25
736,1629407779005,73.5
737,1629407779205,73.75
738,1629407779407,73.5
739,1629407779606,73.5
740,1629407779809,73.5
741,1629407780008,73.75
742,1629407780209,73.75
743,1629407780409,73.75
744,1629407780610,74.0
745,1629407780811,73.75
746,1629407781011,74.0
747,1629407781213,74.0
748,1629407781413,74.0
749,1629407781614,74.25
750,1629407781816,74.25
751,1629407782015,74.25
752,1629407782216,74.5
753,1629407782416,74.25
754,1629407782617,74.25
755,1629407782818,74.5
756,1629407783019,74.5
757,1629407783222,74.5
758,1629407783425,74.0
759,1629407783625,74.5
760,1629407783826,74.25
761,1629407784026,74.75
762,1629407784228,74.75
763,1629407784428,74.75
764,1629407784628,74.75
765,1629407784829,74.75
766,1629407785031,75.0
767,1629407785230,74.75
768,1629407785433,74.75
769,1629407785631,75.25
770,1629407785834,75.0
771,1629407786033,75.25
772,1629407786234,75.5
773,1629407786434,75.25
774,1629407786635,74.5
775,1629407786836,75.75
776,1629407787036,75.5
777,1629407787239,74.75
778,1629407787440,75.0
779,1629407787640,75.75
780,1629407787840,75.5
781,1629407788042,75.75
782,1629407788242,75.75
783,1629407788442,75.75
784,1629407788642,75.75
785,1629407788843,76.0
786,1629407789044,76.0
787,1629407789245,76.0
788,1629407789446,76.0
789,1629407789647,75.75
790,1629407789847,76.25
791,1629407790049,75.5
792,1629407790248,75.75
793,1629407790450,75.5
794,1629407790651,76.5
795,1629407790850,76.5
796,1629407791052,75.75
797,1629407791252,76.75
798,1629407791452,76.5
799,1629407791653,76.75
800,1629407791854,76.75
801,1629407792055,76.75
802,1629407792255,76.75
803,1629407792456,76.75
804,1629407792657,76.75
805,1629407792859,77.0
806,1629407793058,76.5
807,1629407793260,76.5
808,1629407793459,77.5
809,1629407793662,76.75
810,1629407793862,77.0
811,1629407794062,77.25
812,1629407794263,77.25
813,1629407794466,77.25
814,1629407794665,77.0
815,1629407794866,77.5
816,1629407795066,77.5
817,1629407795271,76.75
818,1629407795472,77.75
819,1629407795671,77.5
820,1629407795873,77.25
821,1629407796073,77.25
822,1629407796274,77.25
823,1629407796475,77.75
824,1629407796675,77.5
825,1629407796876,77.25
826,1629407797076,77.75
827,1629407797277,78.0
828,1629407797479,78.0
829,1629407797680,78.0
830,1629407797880,78.0
831,1629407798080,77.75
832,1629407798282,77.5
833,1629407798482,78.0
834,1629407798682,78.5
835,1629407798883,78.5
836,1629407799085,78.0
837,1629407799285,78.75
838,1629407799486,78.0
839,1629407799686,78.75
840,1629407799887,78.5
841,1629407800087,78.5
842,1629407800288,78.75
843,1629407800490,78.75
844,1629407800691,78.25
845,1629407800891,79.0
846,1629407801091,79.0
847,1629407801292,79.0
848,1629407801494,78.5
849,1629407801693,78.5
850,1629407801895,79.0
851,1629407802095,79.25
852,1629407802296,79.0
853,1629407802498,79.0
854,1629407802696,79.0
855,1629407802899,79.25
856,1629407803100,78.75
857,1629407803299,78.5
858,1629407803501,79.0
859,1629407803701,79.0
860,1629407803902,79.25
861,1629407804103,79.5
862,1629407804302,79.5
863,1629407804504,79.5
864,1629407804705,79.75
865,1629407804904,79.5
866,1629407805105,79.5
867,1629407805307,79.75
868,1629407805507,79.5
869,1629407805708,79.5
870,1629407805908,80.0
871,1629407806109,79.75
872,1629407806311,80.0
873,1629407806510,79.75
874,1629407806712,79.75
875,1629407806913,80.25
876,1629407807114,80.0
877,1629407807317,80.0
878,1629407807519,80.5
879,1629407807720,79.5
880,1629407807919,79.5
881,1629407808121,80.0
882,1629407808321,80.5
883,1629407808523,80.5
884,1629407808723,80.0
885,1629407808923,79.75
886,1629407809124,80.5
887,1629407809325,80.75
888,1629407809526,79.75
889,1629407809726,80.75
890,1629407809928,80.75
891,1629407810128,81.0
892,1629407810329,81.0
893,1629407810528,81.0
894,1629407810732,80.75
895,1629407810930,81.25
896,1629407811132,80.75
897,1629407811331,81.0
898,1629407811534,80.25
899,1629407811733,80.25
900,1629407811936,81.25
901,1629407812136,81.5
902,1629407812336,81.5
903,1629407812536,81.5
904,1629407812739,80.5
905,1629407812938,81.75
906,1629407813138,81.5
907,1629407813339,81.0
908,1629407813539,80.75
909,1629407813741,81.75
910,1629407813941,81.25
911,1629407814143,81.5
912,1629407814342,81.75
913,1629407814545,81.5
914,1629407814744,81.75
915,1629407814945,81.5
916,1629407815145,81.25
917,1629407815347,81.75
918,1629407815548,82.0
919,1629407815748,81.75
920,1629407815948,82.0
921,1629407816150,82.0
922,1629407816351,81.75
923,1629407816551,81.75
924,1629407816751,82.25
925,1629407816953,82.25
926,1629407817154,82.25
927,1629407817354,82.0
928,1629407817556,82.0
929,1629407817756,82.25
930,1629407817957,81.75
931,1629407818157,82.5
932,1629407818357,82.5
933,1629407818559,82.25
934,1629407818759,82.75
935,1629407818959,82.75
936,1629407819159,82.75
937,1629407819361,82.5
938,1629407819565,83.0
939,1629407819767,82.25
940,1629407819969,82.5
941,1629407820170,82.5
942,1629407820368,82.75
943,1629407820570,83.0
944,1629407820770,83.25
945,1629407820971,83.0
946,1629407821171,82.5
947,1629407821372,82.75
948,1629407821574,83.0
949,1629407821773,82.75
950,1629407821975,82.75
951,1629407822175,83.0
952,1629407822377,83.25
953,1629407822578,83.25
954,1629407822778,83.5
955,1629407822977,83.5
956,1629407823180,83.5
957,1629407823380,82.75
958,1629407823580,83.25
959,1629407823780,83.75
960,1629407823981,83.0
961,1629407824182,83.25
962,1629407824383,83.5
963,1629407824584,83.25
964,1629407824785,83.75
965,1629407824985,83.75
966,1629407825187,84.0
967,1629407825387,84.0
968,1629407825587,84.0
969,1629407825789,84.25
970,1629407825988,84.25
971,1629407826191,84.5
972,1629407826391,84.0
973,1629407826590,84.5
974,1629407826791,84.25
975,1629407826994,84.5
976,1629407827193,84.25
977,1629407827394,84.25
978,1629407827594,84.75
979,1629407827795,84.5
980,1629407827995,84.0
981,1629407828197,83.75
982,1629407828398,84.75
983,1629407828599,84.25
984,1629407828800,84.75
985,1629407829000,84.75
986,1629407829202,85.0
987,1629407829401,84.25
988,1629407829601,84.5
989,1629407829802,84.5
990,1629407830002,85.0
991,1629407830204,85.0
992,1629407830405,85.25
993,1629407830606,85.25
994,1629407830805,85.0
995,1629407831007,85.0
996,1629407831209,85.25
997,1629407831408,85.25
998,1629407831608,85.5
999,1629407831809,85.25
1000,1629407832011,85.5
1001,1629407832211,85.25
1002,1629407832415,85.25
1003,1629407832617,85.5
1004,1629407832817,85.75
1005,1629407833019,85.25
1006,1629407833220,85.75
1007,1629407833419,85.75
1008,1629407833620,84.75
1009,1629407833820,85.25
1010,1629407834022,85.0
1011,1629407834223,85.5
1012,1629407834423,85.75
1013,1629407834623,86.0
1014,1629407834825,86.0
1015,1629407835025,86.0
1016,1629407835225,86.25
1017,1629407835426,86.0
1018,1629407835627,86.25
1019,1629407835829,85.75
1020,1629407836028,86.0
1021,1629407836230,86.0
1022,1629407836432,86.25
1023,1629407836631,86.0
1024,1629407836832,86.0
1025,1629407837033,85.75
1026,1629407837233,86.0
1027,1629407837435,86.25
1028,1629407837634,86.5
1029,1629407837834,86.25
1030,1629407838036,86.25
1031,1629407838236,86.5
1032,1629407838438,86.75
1033,1629407838637,86.75
1034,1629407838839,86.5
1035,1629407839039,86.75
1036,1629407839240,86.75
1037,1629407839442,87.0
1038,1629407839642,86.5
1039,1629407839842,86.5
1040,1629407840044,86.75
1041,1629407840243,87.25
1042,1629407840445,87.0
1043,1629407840646,86.5
1044,1629407840845,87.25
1045,1629407841048,87.0
1046,1629407841248,87.25
1047,1629407841449,87.0
1048,1629407841649,87.25
1049,1629407841849,87.5
1050,1629407842051,87.0
1051,1629407842253,87.25
1052,1629407842451,87.75
1053,1629407842654,87.25
1054,1629407842854,87.25
1055,1629407843053,86.5
1056,1629407843254,87.5
1057,1629407843456,86.75
1058,1629407843657,87.5
1059,1629407843856,87.5
1060,1629407844057,88.0
1061,1629407844263,88.0
1062,1629407844463,87.5
1063,1629407844663,87.5
1064,1629407844866,87.75
1065,1629407845066,88.0
1066,1629407845268,87.5
1067,1629407845467,88.0
1068,1629407845666,87.75
1069,1629407845869,88.0
1070,1629407846068,87.75
1071,1629407846271,88.0
1072,1629407846470,88.0
1073,1629407846671,88.0
1074,1629407846873,88.0
1075,1629407847072,88.0
1076,1629407847273,87.25
1077,1629407847474,88.0
1078,1629407847676,88.5
1079,1629407847876,88.25
1080,1629407848076,88.25
1081,1629407848276,88.25
1082,1629407848478,88.25
1083,1629407848678,88.5
1084,1629407848880,88.25
1085,1629407849079,88.5
1086,1629407849281,87.75
1087,1629407849480,88.5
1088,1629407849682,88.5
1089,1629407849883,88.25
1090,1629407850084,88.5
1091,1629407850284,88.75
1092,1629407850486,88.5
1093,1629407850685,88.75
1094,1629407850887,88.75
1095,1629407851086,88.5
1096,1629407851289,88.75
1097,1629407851488,88.5
1098,1629407851689,89.0
1099,1629407851889,88.5
1100,1629407852090,89.25
1101,1629407852293,89.25
1102,1629407852491,89.0
1103,1629407852692,89.0
1104,1629407852894,89.0
1105,1629407853095,89.0
1106,1629407853296,89.25
1107,1629407853495,89.0
1108,1629407853696,89.25
1109,1629407853897,88.75
1110,1629407854097,89.5
1111,1629407854299,89.5
1112,1629407854500,89.5
1113,1629407854701,89.0
1114,1629407854901,88.75
1115,1629407855101,89.75
1116,1629407855303,89.75
1117,1629407855503,89.75
1118,1629407855704,89.5
1119,1629407855904,89.25
1120,1629407856106,89.25
1121,1629407856306,89.75
1122,1629407856510,89.25
1123,1629407856712,90.0
1124,1629407856912,89.5
1125,1629407857113,89.75
1126,1629407857312,90.25
1127,1629407857514,89.5
1128,1629407857716,90.25
1129,1629407857916,90.0
1130,1629407858116,90.25
1131,1629407858318,90.0
1132,1629407858518,90.25
1133,1629407858719,89.5
1134,1629407858920,89.75
1135,1629407859121,90.25
1136,1629407859320,90.25
1137,1629407859520,89.5
1138,1629407859721,90.5
1139,1629407859923,90.5
1140,1629407860123,90.25
1141,1629407860323,90.0
1142,1629407860526,90.5
1143,1629407860726,90.0
1144,1629407860926,89.75
1145,1629407861126,89.75
