Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),temp (°C)
1962,1629408025167,108.5
1963,1629408025368,108.5
1964,1629408025570,108.25
1965,1629408025772,109.0
1966,1629408025970,109.0
1967,1629408026171,108.5
1968,1629408026372,108.25
1969,1629408026573,109.0
1970,1629408026773,109.0
1971,1629408026974,109.0
1972,1629408027179,108.75
1973,1629408027379,109.0
1974,1629408027580,109.0
1975,1629408027782,108.75
1976,1629408027981,109.0
1977,1629408028183,109.0
1978,1629408028384,109.0
1979,1629408028585,108.5
1980,1629408028784,109.0
1981,1629408028986,108.75
1982,1629408029186,108.5
1983,1629408029388,109.0
1984,1629408029589,108.5
1985,1629408029789,108.5
1986,1629408029990,108.75
1987,1629408030190,108.75
1988,1629408030390,109.0
1989,1629408030591,108.5
1990,1629408030792,108.5
1991,1629408030993,109.0
1992,1629408031194,109.0
1993,1629408031393,109.0
1994,1629408031595,109.25
1995,1629408031796,109.0
1996,1629408031996,108.75
1997,1629408032196,109.0
1998,1629408032399,109.25
1999,1629408032600,109.0
2000,1629408032798,109.5
2001,1629408033000,108.75
2002,1629408033201,109.0
2003,1629408033401,108.75
2004,1629408033602,108.75
2005,1629408033802,108.5
2006,1629408034004,108.75
2007,1629408034205,109.25
2008,1629408034404,108.5
2009,1629408034605,109.0
2010,1629408034807,109.5
2011,1629408035007,109.0
2012,1629408035208,109.5
2013,1629408035409,108.75
2014,1629408035609,109.5
2015,1629408035811,109.75
2016,1629408036011,109.5
2017,1629408036210,109.5
2018,1629408036412,109.25
2019,1629408036612,109.0
2020,1629408036815,109.75
2021,1629408037013,109.75
2022,1629408037215,109.25
2023,1629408037415,109.0
2024,1629408037616,109.25
2025,1629408037816,109.0
2026,1629408038019,108.75
2027,1629408038219,109.5
2028,1629408038419,109.5
2029,1629408038620,109.0
2030,1629408038821,110.0
2031,1629408039022,109.75
2032,1629408039225,109.25
2033,1629408039426,109.25
2034,1629408039627,109.75
2035,1629408039828,109.5
2036,1629408040029,109.25
2037,1629408040229,110.0
2038,1629408040432,109.75
2039,1629408040632,109.75
2040,1629408040833,109.5
2041,1629408041034,109.5
2042,1629408041235,109.5
2043,1629408041435,109.75
2044,1629408041635,109.5
2045,1629408041836,109.5
2046,1629408042037,110.0
2047,1629408042236,109.5
2048,1629408042437,110.25
2049,1629408042639,109.5
2050,1629408042840,110.25
2051,1629408043039,109.75
2052,1629408043240,109.75
2053,1629408043442,109.75
2054,1629408043642,109.25
2055,1629408043842,109.75
2056,1629408044044,109.75
2057,1629408044245,109.25
2058,1629408044445,110.25
2059,1629408044646,109.75
2060,1629408044845,110.25
2061,1629408045048,109.75
2062,1629408045247,110.25
2063,1629408045449,109.25
2064,1629408045648,109.75
2065,1629408045851,109.75
2066,1629408046051,110.0
2067,1629408046251,110.25
2068,1629408046451,110.25
2069,1629408046653,110.0
2070,1629408046854,110.0
2071,1629408047055,109.75
2072,1629408047255,110.25
2073,1629408047457,110.25
2074,1629408047656,110.25
2075,1629408047857,110.25
2076,1629408048057,110.0
2077,1629408048259,110.5
2078,1629408048461,110.0
2079,1629408048659,110.25
2080,1629408048860,110.5
2081,1629408049061,110.0
2082,1629408049263,110.75
2083,1629408049462,110.0
2084,1629408049663,110.0
2085,1629408049864,110.25
2086,1629408050067,110.0
2087,1629408050265,110.25
2088,1629408050467,109.75
2089,1629408050666,110.25
2090,1629408050870,109.75
2091,1629408051072,110.5
2092,1629408051274,109.75
2093,1629408051474,110.25
2094,1629408051676,110.5
2095,1629408051876,110.0
2096,1629408052075,110.25
2097,1629408052277,110.5
2098,1629408052478,110.75
2099,1629408052679,110.25
2100,1629408052878,110.0
2101,1629408053080,110.5
2102,1629408053281,110.25
2103,1629408053481,110.5
2104,1629408053681,110.25
2105,1629408053885,110.0
2106,1629408054083,110.75
2107,1629408054285,110.5
2108,1629408054485,110.5
2109,1629408054686,110.5
2110,1629408054887,110.5
2111,1629408055086,110.75
2112,1629408055288,110.25
2113,1629408055488,110.75
2114,1629408055691,110.5
2115,1629408055889,110.5
2116,1629408056090,110.75
2117,1629408056292,110.25
2118,1629408056492,110.5
2119,1629408056693,110.75
2120,1629408056895,110.75
2121,1629408057095,111.0
2122,1629408057295,111.0
2123,1629408057495,110.75
2124,1629408057696,111.0
2125,1629408057897,110.75
2126,1629408058097,110.0
2127,1629408058299,110.5
2128,1629408058499,110.25
2129,1629408058702,111.0
2130,1629408058901,111.0
2131,1629408059102,111.0
2132,1629408059302,110.75
2133,1629408059504,110.5
2134,1629408059705,110.5
2135,1629408059904,111.25
2136,1629408060105,111.0
2137,1629408060306,110.75
2138,1629408060508,111.25
2139,1629408060707,111.25
2140,1629408060907,111.0
2141,1629408061109,110.75
2142,1629408061311,111.25
2143,1629408061509,110.75
2144,1629408061711,110.75
2145,1629408061912,110.5
2146,1629408062114,110.25
2147,1629408062313,110.75
2148,1629408062514,110.75
2149,1629408062718,110.25
2150,1629408062920,110.5
2151,1629408063119,111.25
2152,1629408063321,111.25
2153,1629408063521,111.0
2154,1629408063723,111.0
2155,1629408063922,111.0
2156,1629408064124,111.0
2157,1629408064324,111.25
2158,1629408064525,111.25
2159,1629408064725,111.0
2160,1629408064926,111.0
2161,1629408065128,111.25
2162,1629408065328,111.25
2163,1629408065529,111.5
2164,1629408065731,111.75
2165,1629408065930,111.25
2166,1629408066130,111.0
2167,1629408066333,111.25
2168,1629408066532,111.0
2169,1629408066732,111.5
2170,1629408066934,111.5
2171,1629408067135,111.5
2172,1629408067336,110.75
2173,1629408067536,111.75
2174,1629408067737,111.25
2175,1629408067937,111.0
2176,1629408068138,111.25
2177,1629408068339,111.5
2178,1629408068540,111.5
2179,1629408068739,111.5
2180,1629408068942,111.25
2181,1629408069142,111.25
2182,1629408069342,111.75
2183,1629408069543,110.75
2184,1629408069744,111.25
2185,1629408069944,111.0
2186,1629408070145,112.0
2187,1629408070346,111.75
2188,1629408070546,111.25
2189,1629408070747,111.5
2190,1629408070948,111.75
2191,1629408071149,111.5
2192,1629408071350,111.5
2193,1629408071551,111.5
2194,1629408071750,111.5
2195,1629408071953,111.75
2196,1629408072153,111.75
2197,1629408072353,111.25
2198,1629408072553,111.5
2199,1629408072755,111.75
2200,1629408072955,111.5
2201,1629408073155,111.5
2202,1629408073357,111.5
2203,1629408073557,111.25
2204,1629408073759,111.75
2205,1629408073959,111.5
2206,1629408074160,111.75
2207,1629408074364,111.75
2208,1629408074566,111.75
2209,1629408074765,112.0
2210,1629408074965,112.0
2211,1629408075170,112.0
2212,1629408075368,111.75
2213,1629408075568,111.75
2214,1629408075770,112.0
2215,1629408075970,112.25
2216,1629408076171,111.5
2217,1629408076371,111.25
2218,1629408076572,111.5
2219,1629408076774,112.0
2220,1629408076974,111.75
2221,1629408077174,111.75
2222,1629408077376,112.25
2223,1629408077575,112.0
2224,1629408077776,112.0
2225,1629408077976,111.5
2226,1629408078179,111.75
2227,1629408078378,111.75
2228,1629408078580,112.0
2229,1629408078781,112.25
2230,1629408078982,111.75
2231,1629408079181,111.75
2232,1629408079386,112.25
2233,1629408079584,112.5
2234,1629408079783,111.75
2235,1629408079985,112.0
2236,1629408080184,112.0
2237,1629408080387,112.25
2238,1629408080586,112.0
2239,1629408080788,112.25
2240,1629408080988,112.25
2241,1629408081189,111.75
2242,1629408081389,112.25
2243,1629408081589,111.75
2244,1629408081791,112.5
2245,1629408081992,112.0
2246,1629408082195,112.0
2247,1629408082392,112.0
2248,1629408082595,111.75
2249,1629408082795,111.5
2250,1629408082996,112.5
2251,1629408083196,112.0
2252,1629408083399,112.5
2253,1629408083598,112.0
2254,1629408083798,112.25
2255,1629408083999,112.0
2256,1629408084200,112.25
2257,1629408084401,112.25
2258,1629408084600,112.0
2259,1629408084802,112.5
2260,1629408085003,112.25
2261,1629408085204,112.0
2262,1629408085404,112.0
2263,1629408085605,112.0
2264,1629408085805,112.0
2265,1629408086007,112.25
2266,1629408086207,112.25
2267,1629408086408,112.0
2268,1629408086613,111.75
2269,1629408086812,112.0
2270,1629408087013,112.25
2271,1629408087215,112.5
2272,1629408087415,112.75
2273,1629408087616,112.0
2274,1629408087816,112.0
2275,1629408088018,112.25
2276,1629408088218,112.75
2277,1629408088419,112.0
2278,1629408088619,112.25
2279,1629408088821,112.5
2280,1629408089020,111.75
2281,1629408089222,112.5
2282,1629408089422,112.75
2283,1629408089623,112.25
2284,1629408089823,112.25
2285,1629408090026,112.25
2286,1629408090224,112.25
2287,1629408090427,112.0
2288,1629408090626,112.25
2289,1629408090828,112.5
2290,1629408091028,112.25
2291,1629408091229,112.25
2292,1629408091430,112.5
2293,1629408091629,112.25
2294,1629408091831,112.0
2295,1629408092032,112.25
2296,1629408092232,112.0
2297,1629408092433,111.75
2298,1629408092634,112.0
2299,1629408092835,112.25
2300,1629408093036,112.0
2301,1629408093235,112.0
2302,1629408093437,111.75
2303,1629408093637,112.25
2304,1629408093839,111.75
2305,1629408094040,112.0
2306,1629408094241,112.25
2307,1629408094440,112.25
2308,1629408094640,111.75
2309,1629408094841,112.0
2310,1629408095042,112.25
2311,1629408095243,112.0
2312,1629408095444,111.5
2313,1629408095644,112.0
2314,1629408095846,112.5
2315,1629408096047,112.5
2316,1629408096246,112.0
2317,1629408096448,112.25
2318,1629408096650,112.5
2319,1629408096849,112.25
2320,1629408097050,112.5
2321,1629408097250,112.5
2322,1629408097452,112.25
2323,1629408097652,112.0
2324,1629408097852,112.5
2325,1629408098052,112.25
2326,1629408098254,112.5
2327,1629408098454,112.75
2328,1629408098656,112.25
2329,1629408098855,112.5
2330,1629408099057,112.25
2331,1629408099257,112.25
2332,1629408099459,112.25
2333,1629408099662,112.25
2334,1629408099865,112.5
2335,1629408100065,112.5
2336,1629408100265,112.5
2337,1629408100465,112.25
2338,1629408100666,112.5
2339,1629408100867,112.75
2340,1629408101067,112.5
2341,1629408101269,112.75
2342,1629408101469,112.75
2343,1629408101671,112.25
2344,1629408101872,112.75
2345,1629408102074,112.5
2346,1629408102272,112.75
2347,1629408102474,112.25
2348,1629408102674,112.5
2349,1629408102876,112.75
2350,1629408103076,112.75
2351,1629408103275,112.75
2352,1629408103477,112.75
2353,1629408103677,113.0
2354,1629408103878,112.5
2355,1629408104079,112.5
2356,1629408104280,113.0
2357,1629408104481,112.5
2358,1629408104681,113.0
2359,1629408104882,112.75
2360,1629408105082,113.0
2361,1629408105284,112.5
2362,1629408105485,113.0
2363,1629408105685,112.5
2364,1629408105884,113.0
2365,1629408106086,112.5
2366,1629408106287,113.0
2367,1629408106488,113.25
2368,1629408106687,112.5
2369,1629408106890,112.5
2370,1629408107090,113.0
2371,1629408107292,112.75
2372,1629408107491,112.5
2373,1629408107693,112.75
2374,1629408107894,113.0
2375,1629408108094,113.25
2376,1629408108293,113.25
2377,1629408108496,112.5
2378,1629408108695,112.75
2379,1629408108895,112.25
2380,1629408109096,113.0
2381,1629408109298,113.25
2382,1629408109499,113.0
2383,1629408109699,112.75
2384,1629408109899,112.25
2385,1629408110100,112.75
2386,1629408110301,112.75
2387,1629408110502,112.75
2388,1629408110703,112.25
2389,1629408110904,112.5
2390,1629408111104,112.75
2391,1629408111305,112.25
2392,1629408111507,112.5
2393,1629408111707,112.5
2394,1629408111908,112.75
2395,1629408112112,112.75
2396,1629408112312,113.0
2397,1629408112514,112.5
2398,1629408112713,112.75
2399,1629408112915,112.5
2400,1629408113115,113.25
2401,1629408113316,113.0
2402,1629408113517,112.5
2403,1629408113717,112.5
2404,1629408113918,112.5
2405,1629408114119,113.0
2406,1629408114320,112.0
2407,1629408114520,112.25
2408,1629408114722,112.75
2409,1629408114921,112.75
2410,1629408115123,112.25
2411,1629408115323,112.5
2412,1629408115525,113.25
2413,1629408115725,112.25
2414,1629408115926,112.25
2415,1629408116126,112.5
2416,1629408116328,112.75
2417,1629408116528,112.25
2418,1629408116729,112.75
2419,1629408116928,112.25
2420,1629408117131,113.25
2421,1629408117330,112.5
2422,1629408117531,113.0
2423,1629408117733,113.0
2424,1629408117932,112.75
2425,1629408118133,112.5
2426,1629408118333,112.75
2427,1629408118535,112.75
2428,1629408118735,113.0
2429,1629408118936,113.0
2430,1629408119136,113.0
2431,1629408119338,112.75
2432,1629408119538,113.0
2433,1629408119739,113.0
2434,1629408119940,113.0
2435,1629408120140,113.0
2436,1629408120342,112.5
2437,1629408120542,113.0
2438,1629408120742,113.5
2439,1629408120943,112.75
2440,1629408121144,113.25
2441,1629408121344,113.0
2442,1629408121545,113.0
2443,1629408121747,113.0
2444,1629408121947,112.75
2445,1629408122149,113.0
2446,1629408122348,113.0
2447,1629408122549,112.25
2448,1629408122751,113.0
2449,1629408122950,112.75
2450,1629408123152,112.75
2451,1629408123353,112.5
2452,1629408123552,112.75
2453,1629408123754,113.0
2454,1629408123953,112.75
2455,1629408124157,112.75
2456,1629408124357,112.75
2457,1629408124561,112.75
2458,1629408124761,112.75
2459,1629408124964,113.0
2460,1629408125162,113.0
2461,1629408125364,113.0
2462,1629408125563,113.0
2463,1629408125765,113.0
2464,1629408125965,113.0
2465,1629408126166,112.75
2466,1629408126367,113.25
2467,1629408126567,113.0
2468,1629408126768,112.75
2469,1629408126969,113.0
2470,1629408127171,113.0
2471,1629408127370,113.0
2472,1629408127571,113.0
2473,1629408127772,112.75
2474,1629408127973,113.0
2475,1629408128174,112.5
2476,1629408128375,113.0
2477,1629408128576,112.5
2478,1629408128776,113.25
2479,1629408128977,113.5
2480,1629408129177,113.0
2481,1629408129377,112.5
2482,1629408129579,113.0
2483,1629408129780,112.75
2484,1629408129980,112.75
2485,1629408130181,112.75
2486,1629408130381,113.25
2487,1629408130583,112.75
2488,1629408130782,113.5
2489,1629408130984,112.75
2490,1629408131184,113.5
2491,1629408131384,113.25
2492,1629408131586,112.75
2493,1629408131786,112.75
2494,1629408131988,113.25
2495,1629408132187,113.25
2496,1629408132388,113.75
2497,1629408132589,113.0
2498,1629408132792,113.25
2499,1629408132991,113.25
2500,1629408133192,113.0
2501,1629408133393,113.25
2502,1629408133594,113.0
2503,1629408133793,113.25
2504,1629408133994,113.0
2505,1629408134194,112.75
2506,1629408134395,113.25
2507,1629408134597,113.25
2508,1629408134797,113.5
2509,1629408134997,113.5
2510,1629408135198,113.25
2511,1629408135399,113.25
2512,1629408135601,113.25
2513,1629408135801,113.0
2514,1629408136001,113.0
2515,1629408136203,113.25
2516,1629408136403,113.5
2517,1629408136605,113.25
2518,1629408136805,113.75
2519,1629408137004,113.25
2520,1629408137206,113.0
2521,1629408137411,113.5
2522,1629408137612,113.25
2523,1629408137812,113.5
2524,1629408138013,113.5
2525,1629408138213,113.75
2526,1629408138414,113.5
2527,1629408138615,113.5
2528,1629408138817,113.5
2529,1629408139017,113.5
2530,1629408139218,113.75
2531,1629408139417,113.75
2532,1629408139618,113.75
2533,1629408139819,113.25
2534,1629408140019,113.25
2535,1629408140221,113.75
2536,1629408140422,113.75
2537,1629408140623,114.0
2538,1629408140823,113.75
2539,1629408141023,113.75
2540,1629408141224,113.5
2541,1629408141426,113.25
2542,1629408141625,113.75
2543,1629408141827,113.75
2544,1629408142028,114.0
2545,1629408142229,113.75
2546,1629408142429,114.0
2547,1629408142630,113.5
2548,1629408142831,113.5
2549,1629408143030,113.75
2550,1629408143231,114.0
2551,1629408143432,113.5
2552,1629408143633,113.75
2553,1629408143833,114.0
2554,1629408144034,114.25
2555,1629408144234,114.25
2556,1629408144438,114.0
2557,1629408144637,114.5
2558,1629408144838,113.75
2559,1629408145038,113.75
2560,1629408145239,114.0
2561,1629408145439,113.75
2562,1629408145639,114.0
2563,1629408145841,113.75
2564,1629408146041,114.25
2565,1629408146242,114.0
2566,1629408146442,114.25
2567,1629408146643,114.0
2568,1629408146844,114.25
2569,1629408147046,114.25
2570,1629408147245,114.25
2571,1629408147446,114.25
2572,1629408147647,114.25
2573,1629408147849,114.25
2574,1629408148049,114.5
2575,1629408148249,114.0
2576,1629408148450,114.25
2577,1629408148651,114.0
2578,1629408148852,114.25
2579,1629408149052,114.25
2580,1629408149252,114.25
2581,1629408149457,114.0
2582,1629408149658,114.25
2583,1629408149859,114.25
2584,1629408150060,114.25
2585,1629408150262,114.5
2586,1629408150461,114.75
2587,1629408150662,114.0
2588,1629408150864,114.25
2589,1629408151063,114.25
2590,1629408151263,114.25
2591,1629408151465,114.25
2592,1629408151666,114.25
2593,1629408151867,114.25
2594,1629408152067,114.5
2595,1629408152268,114.25
2596,1629408152469,114.75
2597,1629408152670,114.25
2598,1629408152870,114.5
2599,1629408153071,114.5
2600,1629408153271,114.5
2601,1629408153473,114.25
2602,1629408153672,114.25
2603,1629408153874,114.25
2604,1629408154074,114.75
2605,1629408154275,114.5
2606,1629408154476,114.5
2607,1629408154676,114.75
2608,1629408154878,114.75
2609,1629408155077,114.5
2610,1629408155278,114.5
2611,1629408155479,114.75
2612,1629408155681,114.25
2613,1629408155881,114.5
2614,1629408156083,114.25
2615,1629408156283,114.25
2616,1629408156482,114.5
2617,1629408156683,114.25
2618,1629408156885,114.75
2619,1629408157085,114.5
2620,1629408157285,114.5
2621,1629408157488,114.75
2622,1629408157687,115.0
2623,1629408157888,114.75
2624,1629408158088,114.5
2625,1629408158289,114.75
2626,1629408158491,114.5
2627,1629408158691,114.75
2628,1629408158891,114.75
2629,1629408159092,114.75
2630,1629408159294,114.75
2631,1629408159493,114.75
2632,1629408159694,114.25
2633,1629408159895,114.75
2634,1629408160096,114.75
2635,1629408160296,114.75
2636,1629408160497,114.25
2637,1629408160697,114.75
2638,1629408160899,114.75
2639,1629408161100,114.75
2640,1629408161300,114.75
2641,1629408161502,114.75
2642,1629408161706,115.0
2643,1629408161906,115.0
2644,1629408162106,114.25
2645,1629408162309,115.25
2646,1629408162508,114.75
2647,1629408162709,114.5
2648,1629408162910,115.0
2649,1629408163112,115.0
2650,1629408163311,114.75
2651,1629408163512,114.75
2652,1629408163713,114.75
2653,1629408163915,115.0
2654,1629408164115,114.5
2655,1629408164316,114.75
2656,1629408164515,114.75
2657,1629408164717,115.25
2658,1629408164917,115.0
2659,1629408165118,114.75
2660,1629408165319,114.5
2661,1629408165520,114.75
2662,1629408165721,114.75
2663,1629408165921,115.0
2664,1629408166122,115.25
2665,1629408166321,114.5
2666,1629408166523,114.75
2667,1629408166723,115.25
2668,1629408166926,114.75
2669,1629408167126,115.25
2670,1629408167327,115.0
2671,1629408167526,115.0
2672,1629408167726,115.0
2673,1629408167928,115.0
2674,1629408168128,115.0
2675,1629408168329,115.0
2676,1629408168529,115.0
2677,1629408168732,115.0
2678,1629408168931,114.75
2679,1629408169133,115.0
2680,1629408169333,114.75
2681,1629408169535,115.25
2682,1629408169735,114.75
2683,1629408169935,115.0
2684,1629408170135,115.0
2685,1629408170338,114.75
2686,1629408170537,114.5
2687,1629408170737,115.25
2688,1629408170938,114.75
2689,1629408171140,114.5
2690,1629408171341,114.75
2691,1629408171540,115.0
2692,1629408171741,115.25
2693,1629408171943,114.75
2694,1629408172143,115.0
2695,1629408172344,115.5
2696,1629408172547,115.0
2697,1629408172745,115.0
2698,1629408172948,114.75
2699,1629408173146,114.75
2700,1629408173349,115.0
2701,1629408173553,115.25
2702,1629408173753,115.0
2703,1629408173953,114.75
2704,1629408174154,115.25
2705,1629408174356,115.25
2706,1629408174557,114.75
2707,1629408174756,115.0
2708,1629408174957,115.0
2709,1629408175158,115.5
2710,1629408175359,115.25
2711,1629408175559,115.5
2712,1629408175761,115.25
2713,1629408175960,115.5
2714,1629408176161,115.25
2715,1629408176361,115.0
2716,1629408176563,115.25
2717,1629408176763,115.5
2718,1629408176964,115.0
2719,1629408177165,115.75
2720,1629408177367,115.5
2721,1629408177567,115.0
2722,1629408177769,115.5
2723,1629408177969,115.5
2724,1629408178169,115.5
2725,1629408178369,115.25
2726,1629408178570,114.75
2727,1629408178772,115.5
2728,1629408178971,115.25
2729,1629408179172,115.5
2730,1629408179372,115.25
2731,1629408179574,115.25
2732,1629408179774,115.25
2733,1629408179976,115.25
2734,1629408180175,115.5
2735,1629408180378,115.5
2736,1629408180577,115.25
2737,1629408180778,115.25
2738,1629408180978,116.0
2739,1629408181179,115.5
2740,1629408181380,115.75
2741,1629408181580,115.5
2742,1629408181782,115.5
2743,1629408181983,115.25
2744,1629408182183,115.0
2745,1629408182383,115.0
2746,1629408182584,115.75
2747,1629408182785,115.75
2748,1629408182986,115.5
2749,1629408183187,115.5
2750,1629408183388,115.75
2751,1629408183588,115.5
2752,1629408183789,115.75
2753,1629408183990,115.5
2754,1629408184191,115.5
2755,1629408184392,115.5
2756,1629408184591,115.5
2757,1629408184793,115.5
2758,1629408184992,115.5
2759,1629408185195,115.25
2760,1629408185398,115.75
2761,1629408185599,115.5
2762,1629408185800,115.75
2763,1629408186002,115.5
2764,1629408186202,115.5
2765,1629408186403,115.75
2766,1629408186605,115.75
2767,1629408186804,115.75
2768,1629408187004,115.25
2769,1629408187204,115.5
2770,1629408187406,115.75
2771,1629408187607,115.25
2772,1629408187809,116.0
2773,1629408188008,115.75
2774,1629408188210,115.25
2775,1629408188410,115.5
2776,1629408188611,115.5
2777,1629408188811,115.0
2778,1629408189013,115.0
2779,1629408189212,116.0
2780,1629408189413,115.5
2781,1629408189613,116.0
2782,1629408189814,115.5
2783,1629408190016,115.75
2784,1629408190216,115.5
2785,1629408190417,115.5
2786,1629408190618,115.75
2787,1629408190819,115.75
2788,1629408191018,115.75
2789,1629408191221,115.75
2790,1629408191420,115.75
2791,1629408191621,115.0
2792,1629408191822,115.5
2793,1629408192022,115.75
2794,1629408192224,115.5
2795,1629408192425,115.25
2796,1629408192625,115.25
2797,1629408192825,115.25
2798,1629408193027,115.25
2799,1629408193227,115.75
2800,1629408193427,115.5
2801,1629408193628,115.5
2802,1629408193830,115.75
2803,1629408194029,115.5
2804,1629408194231,115.75
2805,1629408194431,115.75
2806,1629408194631,115.5
2807,1629408194833,115.75
2808,1629408195032,115.5
2809,1629408195235,115.75
2810,1629408195434,115.75
2811,1629408195635,115.5
2812,1629408195836,115.75
2813,1629408196038,116.0
2814,1629408196238,115.25
2815,1629408196440,115.0
2816,1629408196639,115.75
2817,1629408196842,115.25
2818,1629408197041,115.75
2819,1629408197241,116.25
2820,1629408197442,115.75
2821,1629408197644,115.5
2822,1629408197844,115.25
2823,1629408198048,116.0
2824,1629408198249,115.75
2825,1629408198449,115.75
2826,1629408198650,115.5
2827,1629408198851,115.75
2828,1629408199052,115.5
2829,1629408199254,115.75
2830,1629408199453,115.75
2831,1629408199654,115.75
2832,1629408199856,116.0
2833,1629408200057,115.75
2834,1629408200256,116.0
2835,1629408200456,116.0
2836,1629408200657,115.75
2837,1629408200859,115.75
2838,1629408201059,116.0
2839,1629408201259,115.5
2840,1629408201460,116.0
2841,1629408201661,115.5
2842,1629408201861,115.75
2843,1629408202062,116.5
2844,1629408202263,116.0
2845,1629408202464,116.25
2846,1629408202664,116.0
2847,1629408202867,116.0
2848,1629408203066,115.75
2849,1629408203267,116.25
2850,1629408203468,116.0
2851,1629408203667,116.0
2852,1629408203870,116.0
2853,1629408204071,116.0
2854,1629408204271,115.75
2855,1629408204471,116.25
2856,1629408204672,116.25
2857,1629408204872,116.0
2858,1629408205073,116.5
2859,1629408205273,116.5
2860,1629408205475,116.0
2861,1629408205675,116.0
2862,1629408205877,116.0
2863,1629408206076,116.0
2864,1629408206278,116.5
2865,1629408206479,116.25
2866,1629408206679,116.0
2867,1629408206880,116.0
2868,1629408207082,116.0
2869,1629408207281,116.25
2870,1629408207482,116.0
2871,1629408207684,116.0
2872,1629408207884,116.0
2873,1629408208085,116.5
2874,1629408208284,116.5
2875,1629408208488,116.5
2876,1629408208686,116.5
2877,1629408208887,116.75
2878,1629408209087,116.25
2879,1629408209289,116.5
2880,1629408209489,116.75
2881,1629408209689,116.25
2882,1629408209890,116.5
2883,1629408210096,116.0
2884,1629408210296,116.25
2885,1629408210496,116.5
2886,1629408210697,116.0
2887,1629408210899,116.5
2888,1629408211099,116.75
2889,1629408211300,116.5
2890,1629408211500,116.0
2891,1629408211702,116.5
2892,1629408211901,116.5
2893,1629408212102,116.5
2894,1629408212303,116.0
2895,1629408212505,116.0
2896,1629408212705,116.75
2897,1629408212905,116.25
2898,1629408213106,116.75
2899,1629408213308,116.5
2900,1629408213508,116.25
2901,1629408213708,116.25
2902,1629408213910,116.75
2903,1629408214110,116.5
2904,1629408214311,116.0
2905,1629408214510,116.5
2906,1629408214714,116.75
2907,1629408214913,116.5
2908,1629408215114,116.5
2909,1629408215313,116.5
2910,1629408215516,116.0
2911,1629408215717,116.75
2912,1629408215916,116.75
2913,1629408216117,116.5
2914,1629408216319,116.25
2915,1629408216518,116.5
2916,1629408216719,116.5
2917,1629408216920,116.75
2918,1629408217123,116.5
2919,1629408217322,116.25
2920,1629408217523,116.25
2921,1629408217724,116.75
2922,1629408217923,116.5
2923,1629408218125,116.25
2924,1629408218325,116.25
2925,1629408218527,117.0
2926,1629408218727,116.75
2927,1629408218927,116.75
2928,1629408219128,116.5
2929,1629408219329,116.5
2930,1629408219529,116.5
2931,1629408219731,116.5
2932,1629408219931,116.0
2933,1629408220131,116.75
2934,1629408220333,116.75
2935,1629408220533,116.5
2936,1629408220733,116.5
2937,1629408220933,116.25
2938,1629408221136,116.5
2939,1629408221335,116.0
2940,1629408221538,116.75
2941,1629408221736,116.75
2942,1629408221939,116.75
2943,1629408222138,116.5
2944,1629408222344,116.25
2945,1629408222545,116.25
2946,1629408222745,116.75
2947,1629408222947,117.0
2948,1629408223146,116.75
2949,1629408223347,116.5
2950,1629408223547,117.0
2951,1629408223749,117.0
2952,1629408223950,116.0
2953,1629408224150,116.5
2954,1629408224351,116.5
2955,1629408224551,116.75
2956,1629408224751,116.5
2957,1629408224953,116.5
2958,1629408225155,116.75
2959,1629408225354,116.75
2960,1629408225555,116.5
2961,1629408225756,116.75
2962,1629408225956,116.5
2963,1629408226156,116.5
2964,1629408226358,117.0
2965,1629408226559,116.75
2966,1629408226759,116.75
2967,1629408226962,117.0
2968,1629408227162,116.5
2969,1629408227361,116.5
2970,1629408227563,116.75
2971,1629408227764,116.75
2972,1629408227964,116.75
2973,1629408228165,117.0
2974,1629408228365,116.75
2975,1629408228566,116.75
2976,1629408228766,116.75
2977,1629408228967,116.75
2978,1629408229168,116.25
2979,1629408229369,116.75
2980,1629408229568,116.5
2981,1629408229771,116.5
2982,1629408229970,117.0
2983,1629408230171,116.25
2984,1629408230371,116.75
2985,1629408230573,116.5
2986,1629408230774,116.75
2987,1629408230974,116.75
2988,1629408231175,116.75
2989,1629408231377,116.25
2990,1629408231578,116.75
2991,1629408231777,117.0
2992,1629408231977,116.5
2993,1629408232179,116.25
2994,1629408232379,116.75
2995,1629408232579,116.5
2996,1629408232781,116.75
2997,1629408232982,116.5
2998,1629408233182,116.75
2999,1629408233383,116.75
3000,1629408233585,116.75
3001,1629408233786,116.75
3002,1629408233986,117.0
3003,1629408234186,116.5
3004,1629408234390,116.5
3005,1629408234591,116.75
3006,1629408234792,116.75
3007,1629408234993,117.25
3008,1629408235194,116.75
3009,1629408235395,116.25
3010,1629408235595,116.75
3011,1629408235795,116.5
3012,1629408235997,116.25
3013,1629408236197,117.0
3014,1629408236398,117.0
3015,1629408236599,117.0
3016,1629408236800,116.75
3017,1629408237002,116.75
3018,1629408237200,116.75
3019,1629408237401,116.75
3020,1629408237603,116.75
3021,1629408237803,116.25
3022,1629408238004,116.5
3023,1629408238205,116.75
3024,1629408238405,117.0
3025,1629408238605,116.5
3026,1629408238806,116.75
3027,1629408239007,117.25
3028,1629408239209,116.5
3029,1629408239409,117.0
3030,1629408239610,116.5
3031,1629408239809,116.75
3032,1629408240012,117.25
3033,1629408240213,116.75
3034,1629408240412,117.0
