Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),temp (°C)
1847,1629406179000,250.5
1848,1629406179200,250.75
1849,1629406179401,251.0
1850,1629406179601,251.25
1851,1629406179802,251.0
1852,1629406180002,250.75
1853,1629406180203,251.25
1854,1629406180404,251.0
1855,1629406180605,251.5
1856,1629406180805,251.5
1857,1629406181006,251.75
1858,1629406181207,251.75
1859,1629406181407,251.25
1860,1629406181608,251.75
1861,1629406181809,252.0
1862,1629406182010,251.5
1863,1629406182211,252.0
1864,1629406182411,252.0
1865,1629406182612,251.75
1866,1629406182812,251.5
1867,1629406183014,252.0
1868,1629406183213,252.0
1869,1629406183414,252.0
1870,1629406183616,252.0
1871,1629406183817,252.0
1872,1629406184017,252.25
1873,1629406184217,252.5
1874,1629406184419,252.25
1875,1629406184620,252.0
1876,1629406184820,252.5
1877,1629406185021,252.5
1878,1629406185221,252.5
1879,1629406185422,252.5
1880,1629406185622,252.75
1881,1629406185822,252.5
1882,1629406186025,253.0
1883,1629406186229,253.0
1884,1629406186431,253.0
1885,1629406186630,252.75
1886,1629406186831,253.0
1887,1629406187033,253.25
1888,1629406187232,253.0
1889,1629406187434,252.75
1890,1629406187634,253.25
1891,1629406187835,253.5
1892,1629406188035,253.25
1893,1629406188238,253.0
1894,1629406188437,253.0
1895,1629406188639,253.25
1896,1629406188837,253.5
1897,1629406189039,253.75
1898,1629406189240,253.75
1899,1629406189442,253.5
1900,1629406189640,253.25
1901,1629406189842,253.75
1902,1629406190042,254.0
1903,1629406190244,253.75
1904,1629406190444,254.0
1905,1629406190645,253.5
1906,1629406190845,254.0
1907,1629406191046,254.0
1908,1629406191248,254.25
1909,1629406191447,253.75
1910,1629406191648,254.25
1911,1629406191848,254.25
1912,1629406192049,254.5
1913,1629406192250,254.5
1914,1629406192453,254.0
1915,1629406192652,254.5
1916,1629406192854,254.0
1917,1629406193055,254.5
1918,1629406193254,254.25
1919,1629406193454,254.25
1920,1629406193655,254.75
1921,1629406193857,254.5
1922,1629406194057,254.75
1923,1629406194257,254.75
1924,1629406194458,254.75
1925,1629406194660,254.5
1926,1629406194859,254.75
1927,1629406195062,255.0
1928,1629406195261,255.0
1929,1629406195462,255.25
1930,1629406195662,254.75
1931,1629406195863,255.25
1932,1629406196064,255.5
1933,1629406196265,255.25
1934,1629406196466,255.25
1935,1629406196667,255.0
1936,1629406196867,255.75
1937,1629406197067,255.0
1938,1629406197269,255.5
1939,1629406197469,255.25
1940,1629406197674,255.75
1941,1629406197874,255.75
1942,1629406198075,255.5
1943,1629406198276,255.25
1944,1629406198478,255.5
1945,1629406198678,255.5
1946,1629406198877,256.0
1947,1629406199078,256.0
1948,1629406199280,255.5
1949,1629406199481,256.25
1950,1629406199681,255.75
1951,1629406199882,256.25
1952,1629406200083,256.25
1953,1629406200283,256.25
1954,1629406200483,256.0
1955,1629406200686,256.0
1956,1629406200885,256.5
1957,1629406201086,256.5
1958,1629406201286,257.0
1959,1629406201487,257.0
1960,1629406201690,256.75
1961,1629406201889,257.0
1962,1629406202090,256.75
1963,1629406202293,257.25
1964,1629406202491,256.75
1965,1629406202691,257.25
1966,1629406202893,257.25
1967,1629406203092,257.0
1968,1629406203296,257.5
1969,1629406203494,257.25
1970,1629406203695,257.5
1971,1629406203895,257.75
1972,1629406204097,257.75
1973,1629406204298,257.75
1974,1629406204498,257.75
1975,1629406204700,257.0
1976,1629406204900,257.5
1977,1629406205100,257.75
1978,1629406205301,257.75
1979,1629406205501,258.25
1980,1629406205704,257.75
1981,1629406205904,257.75
1982,1629406206103,257.75
1983,1629406206304,258.0
1984,1629406206505,258.25
1985,1629406206708,258.5
1986,1629406206908,257.5
1987,1629406207108,258.25
1988,1629406207309,258.5
1989,1629406207510,258.25
1990,1629406207709,258.25
1991,1629406207911,258.0
1992,1629406208112,258.5
1993,1629406208313,258.0
1994,1629406208513,258.25
1995,1629406208714,259.0
1996,1629406208916,258.75
1997,1629406209115,258.75
1998,1629406209316,258.5
1999,1629406209516,258.75
2000,1629406209717,259.0
2001,1629406209917,259.25
2002,1629406210118,259.5
2003,1629406210320,259.25
2004,1629406210521,258.75
2005,1629406210725,258.75
2006,1629406210926,259.75
2007,1629406211126,259.25
2008,1629406211328,260.0
2009,1629406211527,259.25
2010,1629406211728,259.25
2011,1629406211930,259.75
2012,1629406212129,259.75
2013,1629406212332,260.0
2014,1629406212530,260.0
2015,1629406212732,259.5
2016,1629406212933,259.75
2017,1629406213133,260.0
2018,1629406213333,260.0
2019,1629406213535,260.25
2020,1629406213736,260.5
2021,1629406213936,260.0
2022,1629406214138,259.75
2023,1629406214337,260.25
2024,1629406214538,260.75
2025,1629406214740,260.25
2026,1629406214941,260.5
2027,1629406215141,260.75
2028,1629406215342,261.0
2029,1629406215541,260.5
2030,1629406215744,261.0
2031,1629406215944,260.75
2032,1629406216144,261.0
2033,1629406216344,260.75
2034,1629406216547,261.25
2035,1629406216746,261.0
2036,1629406216946,260.75
2037,1629406217147,261.5
2038,1629406217348,261.25
2039,1629406217549,261.75
2040,1629406217750,261.75
2041,1629406217951,261.75
2042,1629406218152,261.75
2043,1629406218352,261.0
2044,1629406218552,262.0
2045,1629406218753,262.0
2046,1629406218955,262.0
2047,1629406219154,262.0
2048,1629406219356,262.0
2049,1629406219556,262.0
2050,1629406219757,261.75
2051,1629406219957,261.75
2052,1629406220159,262.0
2053,1629406220360,261.75
2054,1629406220561,262.25
2055,1629406220762,262.25
2056,1629406220961,262.5
2057,1629406221163,262.75
2058,1629406221362,262.75
2059,1629406221563,262.5
2060,1629406221764,262.25
2061,1629406221966,262.25
2062,1629406222165,262.5
2063,1629406222367,262.0
2064,1629406222567,261.75
2065,1629406222769,262.25
2066,1629406222972,262.25
2067,1629406223173,262.75
2068,1629406223374,262.75
2069,1629406223576,262.75
2070,1629406223776,262.75
2071,1629406223975,262.5
2072,1629406224178,263.25
2073,1629406224377,262.75
2074,1629406224578,263.0
2075,1629406224778,263.0
2076,1629406224982,263.0
2077,1629406225180,263.0
2078,1629406225381,262.75
2079,1629406225581,262.5
2080,1629406225783,263.25
2081,1629406225985,263.25
2082,1629406226184,263.25
2083,1629406226385,263.0
2084,1629406226586,263.25
2085,1629406226786,263.5
2086,1629406226987,263.5
2087,1629406227188,263.0
2088,1629406227388,263.75
2089,1629406227590,263.75
2090,1629406227790,264.25
2091,1629406227991,264.0
2092,1629406228191,263.25
2093,1629406228393,263.75
2094,1629406228592,264.0
2095,1629406228794,264.0
2096,1629406228995,264.0
2097,1629406229194,264.0
2098,1629406229395,264.0
2099,1629406229596,263.5
2100,1629406229797,264.25
2101,1629406229997,264.0
2102,1629406230199,264.0
2103,1629406230401,263.75
2104,1629406230602,264.25
2105,1629406230800,264.25
2106,1629406231001,264.5
2107,1629406231203,264.25
2108,1629406231403,264.25
2109,1629406231604,264.5
2110,1629406231803,264.25
2111,1629406232007,264.25
2112,1629406232206,264.5
2113,1629406232407,264.75
2114,1629406232607,264.25
2115,1629406232808,264.5
2116,1629406233009,264.5
2117,1629406233210,264.5
2118,1629406233409,264.5
2119,1629406233611,264.5
2120,1629406233811,265.0
2121,1629406234013,264.75
2122,1629406234213,265.0
2123,1629406234414,264.0
2124,1629406234615,265.0
2125,1629406234814,264.75
2126,1629406235017,264.75
2127,1629406235217,265.25
2128,1629406235421,264.75
2129,1629406235621,264.75
2130,1629406235824,264.75
2131,1629406236024,265.25
2132,1629406236224,265.25
2133,1629406236424,265.5
2134,1629406236626,265.0
2135,1629406236826,265.25
2136,1629406237027,264.75
2137,1629406237228,265.5
2138,1629406237430,265.25
2139,1629406237630,265.0
2140,1629406237829,265.25
2141,1629406238030,265.25
2142,1629406238231,265.5
2143,1629406238433,265.0
2144,1629406238632,265.5
2145,1629406238833,265.25
2146,1629406239034,265.5
2147,1629406239235,265.5
2148,1629406239436,265.5
2149,1629406239638,265.75
2150,1629406239838,265.75
2151,1629406240038,266.0
2152,1629406240239,265.75
2153,1629406240439,265.75
2154,1629406240641,266.0
2155,1629406240841,266.0
2156,1629406241042,266.25
2157,1629406241242,266.25
2158,1629406241444,266.25
2159,1629406241644,266.0
2160,1629406241846,266.5
2161,1629406242044,266.75
2162,1629406242246,266.0
2163,1629406242447,266.25
2164,1629406242647,266.5
2165,1629406242847,266.5
2166,1629406243049,266.5
2167,1629406243250,266.75
2168,1629406243451,266.25
2169,1629406243652,266.75
2170,1629406243851,266.25
2171,1629406244052,266.75
2172,1629406244253,266.5
2173,1629406244453,266.25
2174,1629406244655,266.5
2175,1629406244856,267.0
2176,1629406245055,267.0
2177,1629406245257,267.25
2178,1629406245457,267.0
2179,1629406245658,267.25
2180,1629406245859,266.75
2181,1629406246061,267.25
2182,1629406246261,267.25
2183,1629406246461,267.0
2184,1629406246661,267.25
2185,1629406246862,267.5
2186,1629406247064,267.5
2187,1629406247264,267.0
2188,1629406247465,267.5
2189,1629406247665,267.25
2190,1629406247866,267.5
2191,1629406248067,267.5
2192,1629406248267,267.75
2193,1629406248472,267.75
2194,1629406248674,267.25
2195,1629406248873,267.75
2196,1629406249073,267.75
2197,1629406249276,267.75
2198,1629406249476,267.5
2199,1629406249677,267.75
2200,1629406249877,268.0
2201,1629406250078,268.0
2202,1629406250278,267.75
2203,1629406250480,268.5
2204,1629406250679,268.25
2205,1629406250881,267.75
2206,1629406251081,268.0
2207,1629406251282,268.0
2208,1629406251484,268.25
2209,1629406251684,268.25
2210,1629406251884,267.5
2211,1629406252084,268.25
2212,1629406252285,267.75
2213,1629406252487,267.75
2214,1629406252688,268.0
2215,1629406252888,268.25
2216,1629406253090,268.0
2217,1629406253289,267.5
2218,1629406253490,268.0
2219,1629406253690,267.25
2220,1629406253893,268.0
2221,1629406254092,267.5
2222,1629406254293,267.75
2223,1629406254493,267.5
2224,1629406254694,268.0
2225,1629406254896,267.75
2226,1629406255096,267.25
2227,1629406255296,267.5
2228,1629406255498,267.25
2229,1629406255698,267.75
2230,1629406255898,267.25
2231,1629406256099,267.5
2232,1629406256301,267.5
2233,1629406256501,267.5
2234,1629406256701,267.0
2235,1629406256903,267.25
2236,1629406257104,267.0
2237,1629406257303,267.25
2238,1629406257505,267.25
2239,1629406257706,267.25
2240,1629406257906,267.0
2241,1629406258106,267.25
2242,1629406258307,267.25
2243,1629406258509,267.25
2244,1629406258710,267.0
2245,1629406258909,267.0
2246,1629406259110,267.0
2247,1629406259312,267.25
2248,1629406259513,267.0
2249,1629406259712,267.0
2250,1629406259912,267.25
2251,1629406260115,266.75
2252,1629406260315,266.25
2253,1629406260516,267.25
2254,1629406260719,266.5
2255,1629406260922,267.25
2256,1629406261121,267.5
2257,1629406261323,267.0
2258,1629406261523,267.25
2259,1629406261725,266.75
2260,1629406261924,266.75
2261,1629406262125,267.25
2262,1629406262326,266.75
2263,1629406262526,266.75
2264,1629406262729,267.0
2265,1629406262928,267.25
2266,1629406263129,267.25
2267,1629406263331,267.25
2268,1629406263531,267.25
2269,1629406263730,267.25
2270,1629406263933,267.25
2271,1629406264133,267.0
2272,1629406264334,267.5
2273,1629406264534,267.5
2274,1629406264734,267.5
2275,1629406264936,267.5
2276,1629406265138,267.25
2277,1629406265336,267.25
2278,1629406265538,267.75
2279,1629406265738,267.5
2280,1629406265938,268.0
2281,1629406266139,267.75
2282,1629406266341,268.25
2283,1629406266541,268.0
2284,1629406266742,268.25
2285,1629406266942,268.25
2286,1629406267144,268.25
2287,1629406267344,268.5
2288,1629406267545,268.0
2289,1629406267745,268.5
2290,1629406267946,268.5
2291,1629406268147,268.5
2292,1629406268347,268.75
2293,1629406268547,268.25
2294,1629406268749,268.75
2295,1629406268950,269.0
2296,1629406269152,268.75
2297,1629406269351,269.0
2298,1629406269552,268.75
2299,1629406269752,269.0
2300,1629406269954,268.25
2301,1629406270153,269.0
2302,1629406270357,269.0
2303,1629406270556,268.75
2304,1629406270756,269.25
2305,1629406270958,269.25
2306,1629406271159,269.5
2307,1629406271360,269.0
2308,1629406271559,269.25
2309,1629406271759,269.75
2310,1629406271960,269.5
2311,1629406272161,269.75
2312,1629406272362,270.0
2313,1629406272564,269.75
2314,1629406272763,270.0
2315,1629406272964,269.75
2316,1629406273168,269.75
2317,1629406273371,269.5
2318,1629406273570,270.0
2319,1629406273771,269.75
2320,1629406273971,269.75
2321,1629406274173,270.5
2322,1629406274373,270.0
2323,1629406274574,270.0
2324,1629406274775,270.25
2325,1629406274976,270.25
2326,1629406275176,270.25
2327,1629406275376,270.25
2328,1629406275577,270.25
2329,1629406275778,270.25
2330,1629406275980,270.25
2331,1629406276179,270.75
2332,1629406276380,270.0
2333,1629406276582,270.5
2334,1629406276781,270.25
2335,1629406276983,270.5
2336,1629406277183,270.5
2337,1629406277384,270.5
2338,1629406277584,270.25
2339,1629406277785,270.75
2340,1629406277985,270.25
2341,1629406278188,270.25
2342,1629406278387,271.0
2343,1629406278588,270.75
2344,1629406278789,270.5
2345,1629406278991,270.75
2346,1629406279190,270.75
2347,1629406279390,270.75
2348,1629406279591,270.5
2349,1629406279792,270.25
2350,1629406279995,270.75
2351,1629406280194,271.25
2352,1629406280395,270.5
2353,1629406280596,270.75
2354,1629406280797,270.75
2355,1629406280996,271.25
2356,1629406281198,270.5
2357,1629406281398,270.5
2358,1629406281599,270.5
2359,1629406281800,270.25
2360,1629406282000,271.0
2361,1629406282201,271.0
2362,1629406282401,271.0
2363,1629406282603,270.5
2364,1629406282803,271.0
2365,1629406283005,271.0
2366,1629406283205,271.0
2367,1629406283406,271.0
2368,1629406283608,271.25
2369,1629406283807,271.5
2370,1629406284007,271.25
2371,1629406284208,270.75
2372,1629406284409,271.0
2373,1629406284611,271.25
2374,1629406284810,271.0
2375,1629406285010,271.25
2376,1629406285218,270.75
2377,1629406285416,271.25
2378,1629406285618,271.25
2379,1629406285819,271.25
2380,1629406286020,271.0
2381,1629406286221,271.5
2382,1629406286420,271.5
2383,1629406286621,271.25
2384,1629406286824,271.25
2385,1629406287022,271.0
2386,1629406287224,271.25
2387,1629406287425,271.5
2388,1629406287625,271.0
2389,1629406287826,271.5
2390,1629406288026,271.25
2391,1629406288227,271.25
2392,1629406288428,271.5
2393,1629406288629,272.25
2394,1629406288829,271.5
2395,1629406289030,272.0
2396,1629406289230,272.0
2397,1629406289432,272.0
2398,1629406289631,272.0
2399,1629406289834,272.25
2400,1629406290034,271.75
2401,1629406290234,272.0
2402,1629406290436,272.0
2403,1629406290635,272.25
2404,1629406290837,272.25
2405,1629406291038,272.5
2406,1629406291237,272.5
2407,1629406291439,272.25
2408,1629406291639,272.5
2409,1629406291839,272.25
2410,1629406292040,272.25
2411,1629406292242,272.75
2412,1629406292441,272.25
2413,1629406292643,272.75
2414,1629406292843,272.75
2415,1629406293045,272.75
2416,1629406293246,273.0
2417,1629406293446,272.75
2418,1629406293648,273.25
2419,1629406293846,272.75
2420,1629406294048,273.0
2421,1629406294249,273.25
2422,1629406294450,273.0
2423,1629406294651,272.75
2424,1629406294851,273.5
2425,1629406295051,273.25
2426,1629406295253,273.25
2427,1629406295452,273.5
2428,1629406295653,273.25
2429,1629406295854,273.5
2430,1629406296056,273.5
2431,1629406296256,273.5
2432,1629406296456,273.25
2433,1629406296658,273.5
2434,1629406296857,273.25
2435,1629406297058,273.75
2436,1629406297258,273.75
2437,1629406297461,274.0
2438,1629406297660,273.5
2439,1629406297861,273.75
2440,1629406298066,274.25
2441,1629406298267,273.75
2442,1629406298467,273.75
2443,1629406298669,273.5
2444,1629406298869,274.0
2445,1629406299070,274.0
2446,1629406299272,274.0
2447,1629406299472,274.0
2448,1629406299673,273.75
2449,1629406299873,273.75
2450,1629406300074,274.0
2451,1629406300273,274.25
2452,1629406300474,273.75
2453,1629406300676,274.25
2454,1629406300877,273.75
2455,1629406301076,274.0
2456,1629406301278,274.0
2457,1629406301479,274.0
2458,1629406301679,274.25
2459,1629406301879,274.25
2460,1629406302080,274.0
2461,1629406302281,274.25
2462,1629406302483,274.5
2463,1629406302683,274.25
2464,1629406302884,274.25
2465,1629406303085,273.75
2466,1629406303286,274.5
2467,1629406303485,274.25
2468,1629406303686,274.25
2469,1629406303888,274.25
2470,1629406304088,274.5
2471,1629406304289,274.25
2472,1629406304490,274.5
2473,1629406304691,274.5
2474,1629406304891,274.75
2475,1629406305091,274.75
2476,1629406305293,274.75
2477,1629406305493,274.25
2478,1629406305694,274.25
2479,1629406305895,275.0
2480,1629406306094,274.5
2481,1629406306297,274.5
2482,1629406306496,275.0
2483,1629406306698,275.0
2484,1629406306898,274.5
2485,1629406307099,274.75
2486,1629406307299,275.0
2487,1629406307500,274.75
2488,1629406307701,275.0
2489,1629406307901,275.0
2490,1629406308103,275.0
2491,1629406308303,275.25
2492,1629406308505,274.75
2493,1629406308704,275.5
2494,1629406308906,275.25
2495,1629406309105,275.25
2496,1629406309308,275.5
2497,1629406309508,275.25
2498,1629406309708,275.5
2499,1629406309909,275.5
2500,1629406310111,275.5
2501,1629406310314,275.5
2502,1629406310514,275.25
2503,1629406310716,275.5
2504,1629406310916,275.25
2505,1629406311119,275.75
2506,1629406311319,276.0
2507,1629406311519,275.75
2508,1629406311719,275.5
2509,1629406311920,275.25
2510,1629406312120,275.75
2511,1629406312321,275.75
2512,1629406312523,275.75
2513,1629406312723,275.75
2514,1629406312925,275.75
2515,1629406313125,276.0
2516,1629406313325,275.75
2517,1629406313525,276.0
2518,1629406313727,276.25
2519,1629406313926,276.0
2520,1629406314128,276.0
2521,1629406314329,276.0
2522,1629406314530,276.0
2523,1629406314730,276.0
2524,1629406314930,275.75
2525,1629406315132,276.25
2526,1629406315332,276.25
2527,1629406315533,276.25
2528,1629406315734,275.75
2529,1629406315935,276.25
2530,1629406316135,276.25
2531,1629406316336,276.5
2532,1629406316537,276.25
2533,1629406316739,276.25
2534,1629406316937,276.25
2535,1629406317140,276.5
2536,1629406317340,276.5
2537,1629406317540,276.25
2538,1629406317741,276.5
2539,1629406317942,276.5
2540,1629406318142,276.5
2541,1629406318343,276.5
2542,1629406318544,276.25
2543,1629406318745,276.5
2544,1629406318947,276.25
2545,1629406319145,276.5
2546,1629406319347,276.75
2547,1629406319548,276.75
2548,1629406319748,276.75
2549,1629406319950,276.5
2550,1629406320150,276.75
2551,1629406320351,276.75
2552,1629406320551,276.25
2553,1629406320752,277.0
2554,1629406320952,276.75
2555,1629406321153,276.75
2556,1629406321354,276.5
2557,1629406321555,276.75
2558,1629406321755,276.75
2559,1629406321957,276.75
2560,1629406322156,276.75
2561,1629406322359,276.75
2562,1629406322561,277.0
2563,1629406322764,276.5
2564,1629406322964,276.5
2565,1629406323165,276.75
2566,1629406323364,276.5
2567,1629406323567,277.0
2568,1629406323766,277.25
2569,1629406323967,276.75
2570,1629406324168,277.0
2571,1629406324370,277.25
2572,1629406324571,277.0
2573,1629406324770,277.0
2574,1629406324972,276.75
2575,1629406325172,277.25
2576,1629406325374,277.5
2577,1629406325573,277.0
2578,1629406325774,277.0
2579,1629406325974,277.5
2580,1629406326175,277.5
2581,1629406326375,277.25
2582,1629406326578,277.5
2583,1629406326777,277.75
2584,1629406326978,277.0
2585,1629406327178,277.25
2586,1629406327379,276.75
2587,1629406327580,277.75
2588,1629406327782,277.25
2589,1629406327981,277.75
2590,1629406328182,277.5
2591,1629406328385,277.5
2592,1629406328585,277.25
2593,1629406328786,277.25
2594,1629406328984,277.5
2595,1629406329186,277.75
2596,1629406329387,278.0
2597,1629406329588,277.75
2598,1629406329789,277.75
2599,1629406329990,277.75
2600,1629406330189,277.5
2601,1629406330391,277.75
2602,1629406330591,277.75
2603,1629406330793,277.75
2604,1629406330992,277.75
2605,1629406331195,277.25
2606,1629406331393,277.75
2607,1629406331595,277.75
2608,1629406331796,277.75
2609,1629406331995,277.0
2610,1629406332196,277.75
2611,1629406332397,277.75
2612,1629406332598,278.0
2613,1629406332799,277.75
2614,1629406333000,278.0
2615,1629406333200,277.75
2616,1629406333401,277.75
2617,1629406333602,278.0
2618,1629406333802,277.75
2619,1629406334003,277.5
2620,1629406334204,278.0
2621,1629406334405,277.5
2622,1629406334604,277.25
2623,1629406334807,277.5
2624,1629406335006,278.0
2625,1629406335212,277.75
2626,1629406335413,277.75
2627,1629406335614,277.75
2628,1629406335814,278.0
2629,1629406336014,278.0
2630,1629406336216,278.25
2631,1629406336418,278.0
2632,1629406336617,278.0
2633,1629406336818,278.0
2634,1629406337018,278.0
2635,1629406337220,278.0
2636,1629406337421,277.75
2637,1629406337620,278.5
2638,1629406337820,278.0
2639,1629406338024,278.25
2640,1629406338223,278.0
2641,1629406338422,278.0
2642,1629406338624,277.75
2643,1629406338824,278.0
2644,1629406339026,278.5
2645,1629406339226,278.25
2646,1629406339427,278.5
2647,1629406339629,278.25
2648,1629406339829,278.25
2649,1629406340029,278.25
2650,1629406340230,278.25
2651,1629406340430,278.5
2652,1629406340631,278.0
2653,1629406340831,278.5
2654,1629406341032,278.5
2655,1629406341234,278.75
2656,1629406341433,278.5
2657,1629406341635,278.5
2658,1629406341835,278.5
2659,1629406342036,278.0
2660,1629406342237,278.5
2661,1629406342438,278.75
2662,1629406342638,278.75
2663,1629406342840,278.75
2664,1629406343040,279.0
2665,1629406343240,279.25
2666,1629406343440,278.75
2667,1629406343642,278.75
2668,1629406343842,279.25
2669,1629406344044,279.25
2670,1629406344243,279.0
2671,1629406344445,279.0
2672,1629406344645,279.0
2673,1629406344845,279.0
2674,1629406345046,279.0
2675,1629406345248,279.0
2676,1629406345449,278.75
2677,1629406345648,279.0
2678,1629406345849,279.25
2679,1629406346051,278.75
2680,1629406346251,279.25
2681,1629406346453,279.25
2682,1629406346652,279.25
2683,1629406346853,279.25
2684,1629406347054,279.0
2685,1629406347255,279.0
2686,1629406347459,278.75
2687,1629406347661,279.5
2688,1629406347861,279.0
2689,1629406348062,279.25
2690,1629406348264,279.25
2691,1629406348464,279.0
2692,1629406348665,279.5
2693,1629406348865,279.75
2694,1629406349064,279.25
2695,1629406349267,279.25
2696,1629406349466,279.0
2697,1629406349668,279.5
2698,1629406349868,279.5
2699,1629406350070,279.5
2700,1629406350271,280.0
2701,1629406350470,279.25
2702,1629406350670,279.5
2703,1629406350873,279.0
2704,1629406351072,279.5
2705,1629406351273,279.5
2706,1629406351473,279.25
2707,1629406351674,279.5
2708,1629406351875,279.25
2709,1629406352076,279.5
2710,1629406352277,280.0
2711,1629406352479,279.75
2712,1629406352678,280.0
2713,1629406352879,279.75
2714,1629406353079,280.0
2715,1629406353279,280.0
2716,1629406353481,280.0
2717,1629406353682,279.5
2718,1629406353884,279.75
2719,1629406354082,279.25
2720,1629406354284,279.75
2721,1629406354485,280.0
2722,1629406354687,280.0
2723,1629406354886,280.0
2724,1629406355087,280.0
2725,1629406355288,280.25
2726,1629406355488,280.25
2727,1629406355688,280.25
2728,1629406355891,280.5
2729,1629406356090,280.5
2730,1629406356290,280.25
2731,1629406356492,280.25
2732,1629406356694,280.25
2733,1629406356895,280.75
2734,1629406357093,280.0
2735,1629406357296,280.0
2736,1629406357495,280.75
2737,1629406357696,280.25
2738,1629406357897,280.25
2739,1629406358098,280.5
2740,1629406358299,280.5
2741,1629406358498,280.5
2742,1629406358699,280.5
2743,1629406358900,280.5
2744,1629406359101,280.25
2745,1629406359303,280.0
2746,1629406359502,280.25
2747,1629406359704,280.25
2748,1629406359909,280.25
2749,1629406360109,280.25
2750,1629406360311,280.0
2751,1629406360510,280.5
2752,1629406360712,279.75
2753,1629406360912,280.25
2754,1629406361113,280.25
2755,1629406361313,280.25
2756,1629406361514,280.25
2757,1629406361714,280.5
2758,1629406361917,280.25
2759,1629406362117,280.25
2760,1629406362316,280.25
2761,1629406362518,280.75
2762,1629406362721,280.25
2763,1629406362919,280.5
2764,1629406363120,280.25
2765,1629406363321,280.5
2766,1629406363523,281.0
2767,1629406363722,280.25
2768,1629406363922,280.25
2769,1629406364123,280.25
2770,1629406364324,280.75
2771,1629406364524,280.5
2772,1629406364726,280.25
2773,1629406364925,280.5
2774,1629406365128,280.75
2775,1629406365329,280.25
2776,1629406365528,280.5
2777,1629406365728,280.25
2778,1629406365930,280.75
2779,1629406366131,280.75
2780,1629406366332,280.5
2781,1629406366532,280.25
2782,1629406366732,280.5
2783,1629406366933,280.5
2784,1629406367133,281.0
2785,1629406367334,280.75
2786,1629406367536,280.5
2787,1629406367737,280.75
2788,1629406367937,280.5
2789,1629406368138,280.25
2790,1629406368339,280.5
2791,1629406368539,280.75
2792,1629406368740,280.5
2793,1629406368941,280.5
2794,1629406369142,280.75
2795,1629406369342,281.0
2796,1629406369543,281.0
2797,1629406369743,280.5
2798,1629406369944,281.0
2799,1629406370146,281.0
2800,1629406370345,280.25
2801,1629406370546,280.5
2802,1629406370746,281.0
2803,1629406370947,280.75
2804,1629406371148,280.5
2805,1629406371350,281.0
2806,1629406371549,280.75
2807,1629406371751,281.5
2808,1629406371951,281.0
2809,1629406372152,281.0
2810,1629406372352,281.5
2811,1629406372554,281.25
2812,1629406372759,280.75
2813,1629406372960,281.5
2814,1629406373160,281.25
2815,1629406373361,281.25
2816,1629406373563,281.5
2817,1629406373764,281.5
2818,1629406373962,281.25
2819,1629406374163,281.5
2820,1629406374365,281.5
2821,1629406374564,281.25
2822,1629406374766,281.25
2823,1629406374966,281.25
2824,1629406375168,281.75
2825,1629406375367,281.5
2826,1629406375569,280.75
2827,1629406375768,281.5
2828,1629406375972,281.25
2829,1629406376171,281.0
2830,1629406376371,281.75
2831,1629406376571,282.0
2832,1629406376773,281.0
2833,1629406376973,281.75
2834,1629406377175,281.75
2835,1629406377374,281.5
2836,1629406377577,281.0
2837,1629406377777,281.25
2838,1629406377977,281.25
2839,1629406378178,281.25
2840,1629406378380,282.25
2841,1629406378581,282.0
2842,1629406378779,282.0
2843,1629406378980,281.5
2844,1629406379182,282.0
2845,1629406379382,282.0
2846,1629406379582,282.0
2847,1629406379783,281.75
2848,1629406379985,282.0
2849,1629406380186,282.0
2850,1629406380385,281.75
2851,1629406380586,282.25
2852,1629406380789,281.5
2853,1629406380987,281.75
2854,1629406381188,282.0
2855,1629406381388,281.75
2856,1629406381590,282.0
2857,1629406381791,282.0
2858,1629406381991,282.0
2859,1629406382191,282.0
2860,1629406382392,281.75
2861,1629406382593,282.25
2862,1629406382795,282.0
2863,1629406382996,281.75
2864,1629406383195,282.5
2865,1629406383399,282.0
2866,1629406383598,281.5
2867,1629406383799,281.75
2868,1629406383999,282.0
2869,1629406384200,281.5
2870,1629406384400,282.0
2871,1629406384600,282.0
2872,1629406384802,282.25
2873,1629406385002,282.0
2874,1629406385203,282.0
2875,1629406385403,282.0
2876,1629406385609,282.25
2877,1629406385809,281.5
2878,1629406386012,282.25
2879,1629406386212,281.75
2880,1629406386412,281.75
2881,1629406386612,282.25
2882,1629406386814,281.75
2883,1629406387014,282.0
2884,1629406387214,282.5
2885,1629406387416,281.75
2886,1629406387615,281.25
2887,1629406387817,282.0
2888,1629406388016,282.0
2889,1629406388219,282.0
2890,1629406388420,282.0
2891,1629406388620,282.25
2892,1629406388820,282.0
2893,1629406389023,282.25
2894,1629406389222,282.25
2895,1629406389422,282.0
2896,1629406389622,282.0
2897,1629406389825,282.25
2898,1629406390024,282.5
2899,1629406390224,282.25
2900,1629406390426,282.25
2901,1629406390627,282.25
2902,1629406390828,282.25
2903,1629406391028,282.0
2904,1629406391228,282.25
2905,1629406391429,282.0
2906,1629406391630,281.5
2907,1629406391831,282.25
2908,1629406392033,282.0
2909,1629406392232,282.25
2910,1629406392434,282.5
2911,1629406392633,282.25
2912,1629406392834,282.25
2913,1629406393035,282.25
2914,1629406393237,282.5
2915,1629406393436,282.0
2916,1629406393636,282.25
2917,1629406393839,282.5
2918,1629406394039,282.25
2919,1629406394239,282.5
